Sale Date,Office Name,Office_ID,Product,Product_ID,Qty,Day,Month,DayOfWeek
2026-04-14,BEO BAGDA,2,AI Gloves (50 Pcs Packet) - 2024,0,3.0,14,4,1
2026-04-14,BEO BAGDA,2,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,6.0,14,4,1
2026-04-14,BEO BAGDA,2,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,55.0,14,4,1
2026-04-14,BEO BAGDA,2,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,105.0,14,4,1
2026-04-14,BEO BAGDA,2,Frozen Semen Straw (FSS) - GIR,7,45.0,14,4,1
2026-04-14,BEO BAGDA,2,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,75.0,14,4,1
2026-04-14,BEO BAGDA,2,Liquid Nitrogen (LN2) ,11,113.0,14,4,1
2026-04-14,BEO GAIGHATA,11,AI Gloves (50 Pcs Packet) - 2024,0,1.0,14,4,1
2026-04-14,BEO GAIGHATA,11,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,1.0,14,4,1
2026-04-14,BEO GAIGHATA,11,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,59.0,14,4,1
2026-04-14,BEO GAIGHATA,11,Frozen Semen Straw (FSS) - GIR,7,42.0,14,4,1
2026-04-14,BEO GAIGHATA,11,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,30.0,14,4,1
2026-04-14,BEO GAIGHATA,11,Liquid Nitrogen (LN2) ,11,28.0,14,4,1
2026-04-16,BEO BARASAT-I,3,AI Gloves (50 Pcs Packet) - 2024,0,1.0,16,4,3
2026-04-16,BEO BARASAT-I,3,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,37.0,16,4,3
2026-04-16,BEO BARASAT-I,3,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,66.0,16,4,3
2026-04-16,BEO BARASAT-I,3,Frozen Semen Straw (FSS) - GIR,7,24.0,16,4,3
2026-04-16,BEO BARRACKPUR-I,5,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,3.0,16,4,3
2026-04-16,BEO BARRACKPUR-I,5,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,80.0,16,4,3
2026-04-16,BEO BARRACKPUR-I,5,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,170.0,16,4,3
2026-04-16,BEO BARRACKPUR-I,5,Frozen Semen Straw (FSS) - GIR,7,150.0,16,4,3
2026-04-16,BEO BARRACKPUR-I,5,Frozen Semen Straw (FSS) Buffalo Murrah,9,120.0,16,4,3
2026-04-16,BEO BARRACKPUR-I,5,Liquid Nitrogen (LN2) ,11,114.0,16,4,3
2026-04-16,BEO BASIRHAT-II,8,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,1.0,16,4,3
2026-04-16,BEO BASIRHAT-II,8,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,30.0,16,4,3
2026-04-16,BEO BASIRHAT-II,8,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,100.0,16,4,3
2026-04-16,BEO BASIRHAT-II,8,Frozen Semen Straw (FSS) - GIR,7,95.0,16,4,3
2026-04-16,BEO BASIRHAT-II,8,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,75.0,16,4,3
2026-04-16,BEO BASIRHAT-II,8,Liquid Nitrogen (LN2) ,11,84.0,16,4,3
2026-04-16,BEO BONGAON,9,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,105.0,16,4,3
2026-04-16,BEO BONGAON,9,Liquid Nitrogen (LN2) ,11,89.0,16,4,3
2026-04-16,BEO GAIGHATA,11,AI Gloves (50 Pcs Packet) - 2024,0,1.0,16,4,3
2026-04-16,BEO GAIGHATA,11,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,1.0,16,4,3
2026-04-16,BEO GAIGHATA,11,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,62.0,16,4,3
2026-04-16,BEO GAIGHATA,11,Liquid Nitrogen (LN2) ,11,41.0,16,4,3
2026-04-16,BEO HABRA-II,13,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,5.0,16,4,3
2026-04-16,BEO HABRA-II,13,Frozen Semen Straw (FSS) - GIR,7,5.0,16,4,3
2026-04-16,BEO HABRA-II,13,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,35.0,16,4,3
2026-04-16,BEO HABRA-II,13,Liquid Nitrogen (LN2) ,11,15.0,16,4,3
2026-04-16,BEO HAROA,14,AI Gloves (50 Pcs Packet) - 2024,0,1.0,16,4,3
2026-04-16,BEO HAROA,14,AI Gun (for 0.25 ml straw) with Container_2024,1,1.0,16,4,3
2026-04-16,BEO HAROA,14,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,5.0,16,4,3
2026-04-16,BEO HAROA,14,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,17.0,16,4,3
2026-04-16,BEO HAROA,14,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,50.0,16,4,3
2026-04-16,BEO HAROA,14,Frozen Semen Straw (FSS) - GIR,7,15.0,16,4,3
2026-04-16,BEO HAROA,14,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,25.0,16,4,3
2026-04-16,BEO HAROA,14,Liquid Nitrogen (LN2) ,11,40.0,16,4,3
2026-04-16,BEO HASNABAD,15,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,3.0,16,4,3
2026-04-16,BEO HASNABAD,15,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,29.0,16,4,3
2026-04-16,BEO HASNABAD,15,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,75.0,16,4,3
2026-04-16,BEO HASNABAD,15,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,61.0,16,4,3
2026-04-16,BEO HASNABAD,15,Liquid Nitrogen (LN2) ,11,30.0,16,4,3
2026-04-16,BEO HINGALGANJ,16,Liquid Nitrogen (LN2) ,11,76.0,16,4,3
2026-04-16,BEO SANDESHKHALI-II,20,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,1.0,16,4,3
2026-04-16,BEO SANDESHKHALI-II,20,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,8.0,16,4,3
2026-04-16,BEO SANDESHKHALI-II,20,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,13.0,16,4,3
2026-04-16,BEO SANDESHKHALI-II,20,Liquid Nitrogen (LN2) ,11,24.0,16,4,3
2026-04-16,DPD 24 PARAGANAS NORTH ,22,Liquid Nitrogen (LN2) ,11,10.0,16,4,3
2026-04-17,BEO DEGANGA,10,AI Gloves (50 Pcs Packet) - 2024,0,5.0,17,4,4
2026-04-17,BEO DEGANGA,10,AI Gun (for 0.25 ml straw) with Container_2025,2,1.0,17,4,4
2026-04-17,BEO DEGANGA,10,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,7.0,17,4,4
2026-04-17,BEO DEGANGA,10,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,107.0,17,4,4
2026-04-17,BEO DEGANGA,10,Frozen Semen Straw (FSS) - GIR,7,100.0,17,4,4
2026-04-17,BEO DEGANGA,10,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,62.0,17,4,4
2026-04-17,BEO DEGANGA,10,Goblet (35 X 118mm)_2023,10,2.0,17,4,4
2026-04-17,BEO DEGANGA,10,Liquid Nitrogen (LN2) ,11,109.0,17,4,4
2026-04-17,BEO DEGANGA,10,Thaw Monitor,17,2.0,17,4,4
2026-04-17,BEO HABRA-II,13,AI Gloves (50 Pcs Packet) - 2024,0,1.0,17,4,4
2026-04-17,BEO HABRA-II,13,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,1.0,17,4,4
2026-04-17,BEO HABRA-II,13,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,10.0,17,4,4
2026-04-17,BEO HABRA-II,13,Liquid Nitrogen (LN2) ,11,27.0,17,4,4
2026-04-17,BEO HAROA,14,Liquid Nitrogen (LN2) ,11,2.0,17,4,4
2026-04-17,BEO MINAKHAN,17,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,12.0,17,4,4
2026-04-17,BEO MINAKHAN,17,Frozen Semen Straw (FSS) - GIR,7,20.0,17,4,4
2026-04-17,BEO MINAKHAN,17,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,17.0,17,4,4
2026-04-17,BEO MINAKHAN,17,Liquid Nitrogen (LN2) ,11,90.0,17,4,4
2026-04-17,DPD 24 PARAGANAS NORTH ,22,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,1.0,17,4,4
2026-04-17,DPD 24 PARAGANAS NORTH ,22,Cryo Container  - BA-3 - 2025,4,1.0,17,4,4
2026-04-17,DPD 24 PARAGANAS NORTH ,22,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,80.0,17,4,4
2026-04-17,DPD 24 PARAGANAS NORTH ,22,Frozen Semen Straw (FSS) - GIR,7,15.0,17,4,4
2026-04-17,DPD 24 PARAGANAS NORTH ,22,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,15.0,17,4,4
2026-04-17,DPD 24 PARAGANAS NORTH ,22,Liquid Nitrogen (LN2) ,11,66.0,17,4,4
2026-04-20,BEO BADURIA,1,AI Gloves (50 Pcs Packet) - 2024,0,1.0,20,4,0
2026-04-20,BEO BADURIA,1,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,4.0,20,4,0
2026-04-20,BEO BADURIA,1,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,25.0,20,4,0
2026-04-20,BEO BADURIA,1,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,35.0,20,4,0
2026-04-20,BEO BADURIA,1,Frozen Semen Straw (FSS) - GIR,7,145.0,20,4,0
2026-04-20,BEO BADURIA,1,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,70.0,20,4,0
2026-04-20,BEO BADURIA,1,Liquid Nitrogen (LN2) ,11,108.0,20,4,0
2026-04-20,BEO BARRACKPUR-II,6,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,9.0,20,4,0
2026-04-20,BEO BARRACKPUR-II,6,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,9.0,20,4,0
2026-04-20,BEO BARRACKPUR-II,6,Frozen Semen Straw (FSS) - GIR,7,20.0,20,4,0
2026-04-20,BEO BARRACKPUR-II,6,Frozen Semen Straw (FSS) Buffalo Murrah,9,2.0,20,4,0
2026-04-20,BEO BARRACKPUR-II,6,Liquid Nitrogen (LN2) ,11,21.0,20,4,0
2026-04-20,BEO GAIGHATA,11,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,3.0,20,4,0
2026-04-20,BEO GAIGHATA,11,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,49.0,20,4,0
2026-04-20,BEO GAIGHATA,11,Frozen Semen Straw (FSS) - GIR,7,23.0,20,4,0
2026-04-20,BEO GAIGHATA,11,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,77.0,20,4,0
2026-04-20,BEO GAIGHATA,11,Liquid Nitrogen (LN2) ,11,48.0,20,4,0
2026-04-20,BEO HABRA-I,12,AI Gloves (50 Pcs Packet) - 2024,0,2.0,20,4,0
2026-04-20,BEO HABRA-I,12,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,4.0,20,4,0
2026-04-20,BEO HABRA-I,12,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,25.0,20,4,0
2026-04-20,BEO HABRA-I,12,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,50.0,20,4,0
2026-04-20,BEO HABRA-I,12,Frozen Semen Straw (FSS) - GIR,7,60.0,20,4,0
2026-04-20,BEO HABRA-I,12,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,30.0,20,4,0
2026-04-20,BEO HABRA-I,12,Liquid Nitrogen (LN2) ,11,36.0,20,4,0
2026-04-20,BEO SWARUPNAGAR,21,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,4.0,20,4,0
2026-04-20,BEO SWARUPNAGAR,21,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,30.0,20,4,0
2026-04-20,BEO SWARUPNAGAR,21,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,45.0,20,4,0
2026-04-20,BEO SWARUPNAGAR,21,Frozen Semen Straw (FSS) - GIR,7,20.0,20,4,0
2026-04-20,BEO SWARUPNAGAR,21,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,35.0,20,4,0
2026-04-20,BEO SWARUPNAGAR,21,Goblet (35 X 118mm)_2023,10,5.0,20,4,0
2026-04-20,BEO SWARUPNAGAR,21,Liquid Nitrogen (LN2) ,11,60.0,20,4,0
2026-04-21,BEO AMDANGA,0,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,2.0,21,4,1
2026-04-21,BEO AMDANGA,0,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,20.0,21,4,1
2026-04-21,BEO AMDANGA,0,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,30.0,21,4,1
2026-04-21,BEO AMDANGA,0,Frozen Semen Straw (FSS) - GIR,7,5.0,21,4,1
2026-04-21,BEO AMDANGA,0,Liquid Nitrogen (LN2) ,11,24.0,21,4,1
2026-04-21,BEO BAGDA,2,AI Gloves (50 Pcs Packet) - 2024,0,2.0,21,4,1
2026-04-21,BEO BAGDA,2,AI Gun (for 0.25 ml straw) with Container_2024,1,2.0,21,4,1
2026-04-21,BEO BAGDA,2,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,4.0,21,4,1
2026-04-21,BEO BAGDA,2,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,4.0,21,4,1
2026-04-21,BEO BAGDA,2,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,120.0,21,4,1
2026-04-21,BEO BAGDA,2,Frozen Semen Straw (FSS) - GIR,7,46.0,21,4,1
2026-04-21,BEO BAGDA,2,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,50.0,21,4,1
2026-04-21,BEO BAGDA,2,Liquid Nitrogen (LN2) ,11,119.0,21,4,1
2026-04-21,BEO BARRACKPUR-II,6,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,2.0,21,4,1
2026-04-21,BEO BARRACKPUR-II,6,Frozen Semen Straw (FSS) Buffalo Murrah,9,10.0,21,4,1
2026-04-21,BEO BARRACKPUR-II,6,Liquid Nitrogen (LN2) ,11,6.0,21,4,1
2026-04-21,BEO BASIRHAT-I,7,AI Gloves (50 Pcs Packet) - 2024,0,2.0,21,4,1
2026-04-21,BEO BASIRHAT-I,7,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,2.0,21,4,1
2026-04-21,BEO BASIRHAT-I,7,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,55.0,21,4,1
2026-04-21,BEO BASIRHAT-I,7,Frozen Semen Straw (FSS) - GIR,7,25.0,21,4,1
2026-04-21,BEO BASIRHAT-I,7,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,30.0,21,4,1
2026-04-21,BEO BASIRHAT-I,7,Liquid Nitrogen (LN2) ,11,48.0,21,4,1
2026-04-21,BEO GAIGHATA,11,AI Gloves (50 Pcs Packet) - 2024,0,1.0,21,4,1
2026-04-21,BEO GAIGHATA,11,Liquid Nitrogen (LN2) ,11,19.0,21,4,1
2026-04-21,BEO HABRA-II,13,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,2.0,21,4,1
2026-04-21,BEO HABRA-II,13,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,25.0,21,4,1
2026-04-21,BEO HABRA-II,13,Frozen Semen Straw (FSS) - GIR,7,15.0,21,4,1
2026-04-21,BEO HABRA-II,13,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,20.0,21,4,1
2026-04-21,BEO HABRA-II,13,Liquid Nitrogen (LN2) ,11,31.0,21,4,1
2026-04-21,BEO HINGALGANJ,16,Frozen Semen Straw (FSS) - GIR,7,8.0,21,4,1
2026-04-21,BEO HINGALGANJ,16,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,13.0,21,4,1
2026-04-21,BEO HINGALGANJ,16,Liquid Nitrogen (LN2) ,11,50.0,21,4,1
2026-04-21,BEO SANDESHKHALI-II,20,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,2.0,21,4,1
2026-04-21,BEO SANDESHKHALI-II,20,Frozen Semen Straw (FSS) - GIR,7,25.0,21,4,1
2026-04-21,BEO SANDESHKHALI-II,20,Liquid Nitrogen (LN2) ,11,24.0,21,4,1
2026-04-21,DPD 24 PARAGANAS NORTH ,22,Cryo Container  - BA-3 - 2025,4,1.0,21,4,1
2026-04-21,DPD 24 PARAGANAS NORTH ,22,Liquid Nitrogen (LN2) ,11,34.0,21,4,1
2026-04-22,BEO BONGAON,9,AI Gloves (50 Pcs Packet) - 2024,0,5.0,22,4,2
2026-04-22,BEO BONGAON,9,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,15.0,22,4,2
2026-04-22,BEO BONGAON,9,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,156.0,22,4,2
2026-04-22,BEO BONGAON,9,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,75.0,22,4,2
2026-04-22,BEO BONGAON,9,Frozen Semen Straw (FSS) - GIR,7,75.0,22,4,2
2026-04-22,BEO BONGAON,9,Liquid Nitrogen (LN2) ,11,86.0,22,4,2
2026-04-22,BEO GAIGHATA,11,AI Gloves (50 Pcs Packet) - 2024,0,1.0,22,4,2
2026-04-22,BEO GAIGHATA,11,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,1.0,22,4,2
2026-04-22,BEO GAIGHATA,11,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,62.0,22,4,2
2026-04-22,BEO GAIGHATA,11,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,4.0,22,4,2
2026-04-22,BEO GAIGHATA,11,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,80.0,22,4,2
2026-04-22,BEO GAIGHATA,11,Liquid Nitrogen (LN2) ,11,116.0,22,4,2
2026-04-22,BEO HASNABAD,15,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,1.0,22,4,2
2026-04-22,BEO HASNABAD,15,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,18.0,22,4,2
2026-04-22,BEO HASNABAD,15,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,10.0,22,4,2
2026-04-22,BEO HASNABAD,15,Frozen Semen Straw (FSS) - GIR,7,40.0,22,4,2
2026-04-22,BEO HASNABAD,15,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,5.0,22,4,2
2026-04-22,BEO HASNABAD,15,Liquid Nitrogen (LN2) ,11,36.0,22,4,2
2026-04-22,BEO MINAKHAN,17,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,5.0,22,4,2
2026-04-22,BEO MINAKHAN,17,Frozen Semen Straw (FSS) - GIR,7,5.0,22,4,2
2026-04-22,BEO MINAKHAN,17,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,11.0,22,4,2
2026-04-22,BEO MINAKHAN,17,Liquid Nitrogen (LN2) ,11,42.0,22,4,2
2026-04-23,BEO AMDANGA,0,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,1.0,23,4,3
2026-04-23,BEO AMDANGA,0,Liquid Nitrogen (LN2) ,11,3.0,23,4,3
2026-04-23,BEO BASIRHAT-II,8,AI Gloves (50 Pcs Packet) - 2024,0,2.0,23,4,3
2026-04-23,BEO BASIRHAT-II,8,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,2.0,23,4,3
2026-04-23,BEO BASIRHAT-II,8,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,40.0,23,4,3
2026-04-23,BEO BASIRHAT-II,8,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,45.0,23,4,3
2026-04-23,BEO BASIRHAT-II,8,Frozen Semen Straw (FSS) - GIR,7,50.0,23,4,3
2026-04-23,BEO BASIRHAT-II,8,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,20.0,23,4,3
2026-04-23,BEO BASIRHAT-II,8,Liquid Nitrogen (LN2) ,11,75.0,23,4,3
2026-04-23,BEO HABRA-II,13,Liquid Nitrogen (LN2) ,11,8.0,23,4,3
2026-04-23,BEO HAROA,14,AI Gloves (50 Pcs Packet) - 2024,0,1.0,23,4,3
2026-04-23,BEO HAROA,14,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,4.0,23,4,3
2026-04-23,BEO HAROA,14,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,15.0,23,4,3
2026-04-23,BEO HAROA,14,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,75.0,23,4,3
2026-04-23,BEO HAROA,14,Frozen Semen Straw (FSS) - GIR,7,20.0,23,4,3
2026-04-23,BEO HAROA,14,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,25.0,23,4,3
2026-04-23,BEO HAROA,14,Liquid Nitrogen (LN2) ,11,30.0,23,4,3
2026-04-23,DPD 24 PARAGANAS NORTH ,22,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,1.0,23,4,3
2026-04-23,DPD 24 PARAGANAS NORTH ,22,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,5.0,23,4,3
2026-04-23,DPD 24 PARAGANAS NORTH ,22,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,45.0,23,4,3
2026-04-23,DPD 24 PARAGANAS NORTH ,22,Frozen Semen Straw (FSS) - GIR,7,15.0,23,4,3
2026-04-23,DPD 24 PARAGANAS NORTH ,22,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,5.0,23,4,3
2026-04-23,DPD 24 PARAGANAS NORTH ,22,Liquid Nitrogen (LN2) ,11,77.0,23,4,3
2026-04-24,BEO BARRACKPUR-I,5,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,2.0,24,4,4
2026-04-24,BEO BARRACKPUR-I,5,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,10.0,24,4,4
2026-04-24,BEO BARRACKPUR-I,5,Frozen Semen Straw (FSS) - GIR,7,20.0,24,4,4
2026-04-24,BEO BARRACKPUR-I,5,Frozen Semen Straw (FSS) Buffalo Murrah,9,20.0,24,4,4
2026-04-24,BEO BASIRHAT-I,7,AI Gloves (50 Pcs Packet) - 2024,0,1.0,24,4,4
2026-04-24,BEO BASIRHAT-I,7,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,1.0,24,4,4
2026-04-24,BEO BASIRHAT-I,7,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,55.0,24,4,4
2026-04-24,BEO BASIRHAT-I,7,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,40.0,24,4,4
2026-04-24,BEO BASIRHAT-I,7,Frozen Semen Straw (FSS) - GIR,7,5.0,24,4,4
2026-04-24,BEO BASIRHAT-I,7,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,25.0,24,4,4
2026-04-24,BEO BASIRHAT-I,7,Liquid Nitrogen (LN2) ,11,27.0,24,4,4
2026-04-24,BEO RAJARHAT,18,AI Gloves (50 Pcs Packet) - 2024,0,2.0,24,4,4
2026-04-24,BEO RAJARHAT,18,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,3.0,24,4,4
2026-04-24,BEO RAJARHAT,18,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,50.0,24,4,4
2026-04-24,BEO RAJARHAT,18,Frozen Semen Straw (FSS) - GIR,7,92.0,24,4,4
2026-04-24,BEO RAJARHAT,18,Liquid Nitrogen (LN2) ,11,90.0,24,4,4
2026-04-27,BEO BADURIA,1,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,2.0,27,4,0
2026-04-27,BEO BADURIA,1,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,55.0,27,4,0
2026-04-27,BEO BADURIA,1,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,75.0,27,4,0
2026-04-27,BEO BADURIA,1,Frozen Semen Straw (FSS) - GIR,7,105.0,27,4,0
2026-04-27,BEO BADURIA,1,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,120.0,27,4,0
2026-04-27,BEO BADURIA,1,Liquid Nitrogen (LN2) ,11,111.0,27,4,0
2026-04-27,BEO BARASAT-II,4,AI Gloves (50 Pcs Packet) - 2024,0,7.0,27,4,0
2026-04-27,BEO BARASAT-II,4,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,4.0,27,4,0
2026-04-27,BEO BARASAT-II,4,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,12.0,27,4,0
2026-04-27,BEO BARASAT-II,4,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,38.0,27,4,0
2026-04-27,BEO BARASAT-II,4,Frozen Semen Straw (FSS) - GIR,7,115.0,27,4,0
2026-04-27,BEO BARASAT-II,4,Frozen Semen Straw (FSS) - Pure Jersey (PJ) ,8,15.0,27,4,0
2026-04-27,BEO BARASAT-II,4,Liquid Nitrogen (LN2) ,11,144.0,27,4,0
2026-04-27,BEO BARRACKPUR-II,6,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,4.0,27,4,0
2026-04-27,BEO BARRACKPUR-II,6,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,15.0,27,4,0
2026-04-27,BEO BARRACKPUR-II,6,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,19.0,27,4,0
2026-04-27,BEO BARRACKPUR-II,6,Frozen Semen Straw (FSS) - GIR,7,8.0,27,4,0
2026-04-27,BEO BARRACKPUR-II,6,Frozen Semen Straw (FSS) Buffalo Murrah,9,24.0,27,4,0
2026-04-27,BEO BARRACKPUR-II,6,Liquid Nitrogen (LN2) ,11,30.0,27,4,0
2026-04-27,BEO BONGAON,9,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,5.0,27,4,0
2026-04-27,BEO BONGAON,9,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,10.0,27,4,0
2026-04-27,BEO BONGAON,9,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,10.0,27,4,0
2026-04-27,BEO BONGAON,9,Frozen Semen Straw (FSS) - GIR,7,10.0,27,4,0
2026-04-27,BEO BONGAON,9,Liquid Nitrogen (LN2) ,11,50.0,27,4,0
2026-04-27,BEO HABRA-I,12,AI Gloves (50 Pcs Packet) - 2024,0,1.0,27,4,0
2026-04-27,BEO HABRA-I,12,AI Sheath - for 0.25 ml straw (50 Pcs Packet),3,3.0,27,4,0
2026-04-27,BEO HABRA-I,12,Frozen Semen Straw (FSS) - Cross Breed Holstein Friesion (CBHF),5,27.0,27,4,0
2026-04-27,BEO HABRA-I,12,Frozen Semen Straw (FSS) - Cross Breed Jersey (CBJ),6,30.0,27,4,0
2026-04-27,BEO HABRA-I,12,Frozen Semen Straw (FSS) - GIR,7,33.0,27,4,0
